ID,Gender,Economics_exp,Age,Perceived_purpose1,Perceived_purpose2,condition,hypocrisy_1,hypocrisy_2,hypocrisy_3,hypocrisy_4,hypocrisy_5,guilt_1,guilt_2,honest_freq_1,honest_likely_1,honest_extreme_1,committment_honesty_1,moral_1,moral_2,moral_3,moral_standards1,moral_standards2,hypocrisy_1.2,hypocrisy_2.2,hypocrisy_3.2,hypocrisy_4.2,hypocrisy_5.2,guilt_1.2,guilt_2.2,honest_freq_2,honest_likely_2,honest_extreme_2,committment_honesty_2,moral_1.2,moral_2.2,moral_3.2,moral_standards1.2,moral_standards2.2,trustbeh,proclamation,order
228,Female,0,47,I don't know.,I don't know.,1,4,4,4,4,4,5,5,5,3,6,4,4,4,4,4,5,3,5,5,3,3,5,5,4,2,4,5,4,5,4,5,6,1,absolute,survey1
229,Male,1,33,determine ability to lie to help others,determine lying as moral,2,2,2,2,2,2,1,1,6,5,2,3,5,5,5,6,6,4,3,6,3,4,2,2,5,4,2,3,6,6,6,6,7,0,absolute,game1
230,Female,1,45,To determine whether or not player 1 would be honest.,To determine if I would choose to punish player 2 for lying in the Coin Flip Game.,1,3,4,4,3,4,2,2,5,5,6,3,3,3,3,4,5,6,6,6,6,6,1,1,2,2,2,1,1,1,1,1,3,1,absolute,survey1
231,Male,2,46,To see if the Sender would tell the truth even when it benefitted them to lie.,To see if I would keep all the money or trust someone I know to be dishonest to return half.,3,6,4,4,4,5,2,2,3,2,2,1,2,2,2,2,6,3,3,2,3,3,2,2,3,2,2,1,2,2,2,2,4,0,ambiguous,survey1
232,Female,1,43,"To see if the sender sent the receiver an honest response about what the coin flip was. However, if he’d sent an honest response, the receiver would’ve gotten no money ",To see if I would send any money to the second player based on my assessment of him and if I thought he’d send any back ,4,2,6,4,2,4,2,2,5,6,6,5,6,6,6,6,6,2,5,4,2,4,5,4,5,6,6,6,6,6,6,5,6,0,ambiguous,game1
233,Male,2,60,"I see that it could have value in a trust survey but honestly I have no idea what you might be on about,",same thing plus the addition of risk aversion,1,2,4,4,1,1,7,5,6,5,3,5,6,6,6,6,6,2,1,1,1,2,6,4,7,5,5,5,5,5,5,6,5,0,absolute,survey1
234,Male,2,24,To see how people make decisions,To see how people share or keep funds,3,5,6,6,5,6,1,1,3,3,2,1,2,2,2,1,1,5,5,6,5,5,2,2,3,2,2,1,4,4,4,5,5,0,ambiguous,survey1
235,Male,1,29,test decisions based on history,see if you can decide trust,3,5,6,2,5,5,6,6,2,2,6,2,4,4,4,2,5,6,6,6,5,5,2,2,1,1,6,2,2,2,3,2,2,0,ambiguous,survey1
236,Female,2,51,To see how honest we are.,to see how honest we are,3,2,2,2,2,2,2,2,4,3,4,4,5,5,4,5,6,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,5,0,ambiguous,survey1
237,Female,1,25,Test greed,Human choices based on pressure,3,5,3,5,5,5,6,3,4,4,3,3,4,4,3,3,5,3,3,6,3,3,6,6,5,6,3,3,4,5,4,4,5,0,ambiguous,survey1
238,Female,1,23,To understand selfishness when given the opportunity for a reward,To understand selfishness when given the opportunity for a reward,3,1,2,4,2,2,2,2,5,4,4,5,6,5,4,5,5,1,1,2,2,2,7,1,5,2,2,5,6,6,6,6,6,0,ambiguous,survey1
239,Male,0,55,Trust in someone else.,Trust in someone else based on their past actions.,2,4,4,4,4,4,1,1,5,3,5,1,6,6,5,6,6,4,5,7,4,4,1,1,4,4,5,5,6,6,6,6,6,1,absolute,game1
240,Female,1,54,To see if a person will lie if they feel it is justified.,To see how selfish the player is,1,1,4,4,1,1,6,6,7,7,7,7,7,7,7,7,5,3,5,5,3,4,3,4,4,2,2,2,4,4,4,4,6,0,absolute,survey1
241,Male,2,65,To set up a situation whereby a future contestant could see the actions of a potential partner and base his decisions on that.,To set up a situation where a contestant can base his actions on what a partner had previously done.,2,2,3,4,2,2,2,2,6,6,4,6,6,6,6,6,6,2,4,4,2,2,3,3,7,7,6,6,6,6,6,6,6,1,absolute,game1
242,Female,5+,41,"To see how people behave with different outcomes, honesty wise",To see how people work together with limited information about each other,2,4,4,4,4,4,4,4,6,4,2,4,4,4,4,4,4,2,2,2,2,2,4,4,7,6,4,5,4,4,4,5,6,0,absolute,game1
243,Male,3,23,To see how people respond when given the chance to give or keep money and gauge their morality.,To determine how much money plays a role in people's morality. ,2,2,2,3,2,2,2,2,5,5,3,5,5,5,5,5,6,4,5,5,3,3,3,3,5,4,4,5,5,5,5,6,6,0,absolute,game1
244,Female,0,48,to see if someone who claims to be honest will be dishonest to benefit another,to maximize the amount for both participants,1,1,1,1,1,1,6,6,7,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,7,7,4,6,6,6,6,6,1,absolute,survey1
245,Male,0,33,To see how peoples perceptions of other peoples's honesty and ethics change.,To see how people perceptions of how and worthy other people are of money when people consider sharing.,3,4,6,4,6,6,3,3,3,3,2,3,3,3,3,4,4,2,2,6,2,2,2,2,5,5,5,6,6,6,6,6,6,1,ambiguous,survey1
246,Female,1,29,It is to make one have the option to believe in an other,It is to see if the participant was convinced enough to trust in the other,3,4,5,4,5,4,3,3,3,3,3,2,3,3,3,3,5,4,3,3,4,4,1,1,4,5,2,4,3,3,5,4,6,0,ambiguous,survey1
247,Female,2,32,To study if the sender will be honest with the receiver and/or if the the sender will be dishonest for his/her own benefit.,To test if Player 1 trusts Player 2 and/or will keep for sole benefit or lack of trust in Player 2 to return.,4,5,4,5,7,6,2,3,3,1,2,1,2,2,1,2,7,6,4,5,7,6,2,1,2,1,2,2,2,2,1,2,7,0,ambiguous,game1
248,Male,1,24,"To determine how one person rules honesty vs practicality (it is more practical to lie in this case for both parties), especially because this is a relatively innocuous lie",Assess altruism and trustworthiness of strangers; game theory,4,3,3,4,2,3,2,2,5,6,2,3,5,5,4,4,6,2,2,3,2,2,2,2,5,4,3,4,4,5,4,4,6,1,ambiguous,game1
249,Female,1,23,to see what people would decide to do with real money and real people,To see if I would risk losing money so increase my earnings and/or to gives player 2 money ,4,3,3,3,3,3,3,3,5,4,2,2,5,5,5,5,5,1,1,1,1,1,2,2,3,3,4,2,6,6,6,5,6,1,ambiguous,game1
250,Female,2,62,"To see how easily other people trust strangers about whom they know very little, trust them to do the proverbial right thing?",To see if people make good and right choices?,1,2,2,5,2,2,6,6,7,6,6,6,6,6,6,6,6,2,6,5,2,2,5,5,6,6,6,6,6,6,6,6,6,1,absolute,survey1
251,Male,0,46,The receiver tries to guess the outcome that is known to the sender,Each player takes turns deciding whether to keep the money or pass it.,1,6,6,5,6,6,5,5,6,4,5,3,4,4,4,5,1,7,2,7,7,7,2,2,3,3,2,2,3,3,2,2,2,0,absolute,survey1
252,Male,0,38,perceptions of trust,perceptions of honesty ,4,4,4,4,4,4,2,2,6,7,4,1,1,1,1,4,1,4,4,4,1,4,2,2,4,2,2,1,1,1,1,1,1,0,ambiguous,game1
253,Female,3,27,it's improve to income,it's also improve memory power  and knowledge,3,5,5,6,6,5,5,4,3,3,5,6,5,6,6,6,5,6,6,5,4,4,5,6,2,2,6,6,6,5,5,6,5,0,ambiguous,survey1
254,Female,0,36,To see if people would lie to get more money,To see if people would be selfish or generous with the money,2,2,2,2,2,2,2,2,6,4,2,2,4,4,4,5,5,2,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,0,absolute,game1
255,Male,0,24,How I view others honesty ,If I trust said person from above after seeing the outcomes of the last game he played,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,4,4,7,7,7,7,7,7,7,7,7,0,absolute,survey1
256,Female,2,59,To determine one's level of honesty? How easy is it for one to compromise their values by lying.,How willing is someone to trust that the receiver of a gift will be magnanimous and share!,4,4,6,6,5,5,6,6,3,2,2,2,2,2,2,2,3,6,2,2,6,6,2,2,3,2,2,2,2,2,2,2,2,1,ambiguous,game1
257,Female,2,52,Determining trust level,Determining trust level,2,2,2,2,2,2,2,2,4,4,4,4,5,5,4,5,5,2,2,2,2,2,2,2,6,4,5,4,5,5,4,5,6,0,absolute,game1
258,Male,2,45,to provide a basis to see if someone would be willing to lie in order to benefit someone else even to their own detriment.,to gauge my trust level in someone given very little info and to see if I would trust them to return money to me.,1,5,5,6,5,5,5,5,5,4,5,5,4,4,3,5,2,2,2,6,2,2,2,2,6,5,2,6,6,6,6,6,6,0,absolute,survey1
259,Female,1,27,"I think the purpose of the Coin Flip Game was to test the idea of honesty versus the idea of morality, and if there is a perceived disconnect between the two (can someone be moral if they are dishonest? Can someone be immoral while using the truth?). In the case you presented to me, if the Sender lied and the Receiver believed him/her (as was the case 90% of the time), then the Receiver benefited more than if the Sender had told the truth - so the lie was beneficial.","The Choice Game was to show the level of trust someone could have in someone who had lied, but for a supposedly ""moral"" reason.",4,3,4,4,3,3,2,2,5,5,2,2,5,5,5,5,5,1,1,1,1,1,2,2,6,5,3,5,5,5,5,4,6,1,ambiguous,game1
260,Male,1,54,to test charitable trust,discern other people trust,1,2,2,2,2,2,6,6,6,6,3,6,6,7,6,6,5,2,2,2,2,2,6,6,6,6,5,5,6,6,6,5,6,1,absolute,survey1
261,Female,0,61,To see how much you trust a stranger,placing trust in other people,2,3,3,3,3,3,5,5,6,6,4,4,4,4,4,5,5,2,2,2,2,2,2,2,6,5,3,3,4,4,4,4,5,1,absolute,game1
262,Male,2,33,My perception and beliefs,To see my perception and beliefs in a decision making game,3,4,4,4,4,4,3,3,5,4,3,4,4,4,4,4,5,4,4,4,4,4,3,3,5,5,3,4,4,4,4,4,4,0,ambiguous,survey1
263,Male,1,30,To see if a person would lie about the outcome to receive a reward ,To see if a person would take the risk of passing along the money to someone else to make the choice,3,4,3,4,4,5,2,2,5,4,2,3,4,4,4,4,6,4,3,4,5,5,1,1,4,3,2,2,3,3,2,4,6,0,ambiguous,survey1
264,Female,0,23,Guessing what people will do based on choices they have made in the past.,"How you view someone, learning information about them, and how you view them in the future.",2,3,3,2,4,4,1,1,3,2,4,2,7,6,3,6,7,4,6,7,5,5,6,4,5,3,5,3,5,6,4,5,6,1,absolute,game1
265,Female,2,68,To see if my thoughts on Participant 513 would change after seeing the messages he sent during this game.,To see how I would treat Player 2 with my decisions,1,2,2,2,2,2,7,7,7,7,7,6,7,7,7,6,6,6,6,6,5,5,2,2,4,2,1,2,2,2,2,2,2,0,absolute,survey1
266,Female,1,48,To see if someone would lie to help the other person earn money.,If a person would trust the other person to be fair.,3,3,4,4,3,2,2,2,6,2,1,2,4,4,4,2,6,1,7,1,1,1,4,4,6,5,3,5,6,6,6,6,6,0,ambiguous,survey1
267,Female,2,30,To find out whether people would share or not.,"To see whether I would decide to trust a person I don't know, who clearly acts in their own self-interest, or not.",4,3,4,4,3,3,5,3,5,2,1,3,4,4,4,4,6,3,4,4,3,3,5,3,5,2,2,5,4,4,4,4,6,1,ambiguous,game1
268,Male,1,38,To study peoples moral decision making process.,To further study peoples moral decisions based on other peoples morals.,4,4,3,4,4,5,2,2,4,4,2,2,4,4,4,4,5,2,2,2,2,2,2,2,4,3,2,2,4,4,3,3,5,1,ambiguous,game1
269,Female,2,21,To determine honesty,making financial decisions,1,4,4,4,4,4,4,4,6,5,3,4,5,5,5,5,5,4,4,4,4,4,4,4,5,4,6,4,5,5,5,5,5,0,absolute,survey1
270,Male,1,29,To understand how people perceive lying to be permissible in certain situations if the lie benefits all parties involved. Also how people react to statements they might believe to be lies if they think that the lie can also be beneficial for all parties involved.,To understand how people perceive the trustworthiness of others and whether they understand how to best work cooperatively to increase the gains for all parties involved or not.,3,2,2,2,2,2,4,4,5,5,3,5,5,4,5,5,6,2,2,2,2,2,4,4,5,5,3,5,5,4,5,5,6,1,ambiguous,survey1
271,Male,0,65,It tested honesty.,It tested judgment of another,1,2,2,4,2,3,4,4,6,4,6,6,5,5,5,5,3,5,5,6,5,5,2,2,3,2,1,2,2,2,2,3,5,0,absolute,survey1
272,Female,1,19,idk,idk,1,3,3,3,3,4,7,7,5,4,6,5,5,5,5,6,3,3,3,3,3,3,2,2,5,5,3,4,5,5,5,6,3,0,absolute,survey1
273,Male,3,66,Trustworthiness of strangers.,Whether one will put their trust in strangers or be greedy.,3,2,6,4,2,2,4,4,6,2,4,4,5,5,5,5,6,3,2,3,2,2,2,2,4,2,2,4,6,5,6,6,6,1,ambiguous,survey1
274,Male,0,34,To test people's honesty with each other in a game of chance?,To see how much people trust others in knowing a bit about them?,3,3,3,2,4,3,3,3,5,4,3,4,4,4,4,4,5,3,3,3,2,3,3,3,5,4,3,2,4,4,3,4,3,0,ambiguous,survey1
275,Female,1,53,To see if the players read the directions carefully to determine the correct outcomes,To see if the players read the directions carefully to determine the correct outcomes,2,3,4,3,3,3,3,3,6,5,3,5,4,4,4,5,5,4,6,6,3,3,5,5,6,6,6,4,5,5,5,4,4,0,absolute,game1
276,Male,3,28,To determine how one person can trust another blindly about a choice they must make,How one person can choose to trust in another for a mutual benefit or take a sure thing.,2,3,3,5,3,2,2,2,5,5,3,3,5,4,5,5,6,3,3,5,3,2,3,3,4,4,3,4,4,4,4,5,5,0,absolute,game1
277,Male,0,26,To see how a player's old calls may look to me,To see how I treat money,4,3,3,3,3,3,3,3,5,5,3,3,5,5,5,4,4,3,3,3,3,3,3,3,5,5,3,3,4,4,4,4,4,1,ambiguous,game1
278,Male,4,26,To see if people are ethical. To gain insight into whether or not a person will hold by their own standards when they are surprised with a test of these morals. ,Gain insight on decision makers faced with many options and another partner. To find out which option most people chose. ,3,2,3,3,5,3,3,3,6,3,2,3,4,4,2,4,5,3,5,3,3,5,4,3,4,3,4,4,3,4,4,3,5,0,ambiguous,survey1
279,Male,2,35,To see people's decision making based on additional knowledge about a person.,Economics Psychology Behaviors,4,2,2,4,2,2,4,4,6,1,6,4,6,6,6,6,6,4,4,4,4,4,4,4,2,1,2,2,6,6,6,5,6,0,ambiguous,game1
280,Male,2,73,See how honest we are in a game setting.,See how we judge what our partner will do????,1,2,2,4,2,2,4,4,7,7,7,7,6,6,6,6,6,5,6,6,4,4,6,6,5,6,7,3,2,2,2,4,5,1,absolute,survey1
281,Male,1,37,To see if people think others lie and to see how much we are willing to share with others.,To see how we perceived the other person's decision in the coin flip game and if we think they will share with us.,4,2,3,4,3,4,3,3,5,4,1,4,5,5,3,4,4,2,2,3,3,3,3,3,5,4,1,4,3,4,4,4,5,1,ambiguous,game1
282,Female,1,34,To determine if our values will remain important to us when faced with the opportunity to help others.,To see how damn selfish we are.,1,4,4,4,2,2,6,6,6,6,7,6,6,6,6,6,4,6,6,6,3,6,5,5,6,6,6,5,5,5,5,5,5,1,absolute,survey1
283,Female,2,32,To judge people's perceptions of lying and when it is acceptable,How moral we view liars,3,4,2,2,3,5,2,2,3,3,4,2,4,4,4,3,5,1,2,2,2,2,1,1,5,3,3,4,4,4,4,5,6,0,ambiguous,survey1
284,Male,0,59,How trustworthy is a stranger,greed and risk assesment,4,3,3,2,5,4,2,2,5,2,2,1,4,5,5,5,6,2,2,2,4,4,2,2,5,2,3,5,5,5,6,5,6,0,ambiguous,game1
285,Female,5+,57,To see if people tell the truth or lie.,To see how I'd react after being told what the person did.,1,1,1,1,1,1,1,1,6,6,7,6,6,5,6,6,2,1,2,5,1,2,2,2,6,6,2,5,6,6,6,6,6,0,absolute,survey1
286,Male,1,32,To see if a person would choose to tell the truth in a situation where the better outcome for all is if they lie.,To see how much a person trusts another to do what is right for the both of them versus acting selfishly.,1,2,4,4,2,2,7,1,6,6,6,6,6,6,6,6,4,3,5,5,3,3,6,5,6,5,4,6,6,6,5,6,6,1,absolute,survey1
287,Female,2,66,to test our ability to give and take,to test our give and take also,4,6,6,6,2,6,2,2,4,2,2,2,2,2,2,2,5,2,2,2,6,6,2,2,4,4,2,2,2,2,2,2,2,0,ambiguous,game1
288,Male,2,48,To observe perceptions.,To observe perceptions.,4,2,3,3,3,3,3,3,6,6,4,5,4,4,4,5,5,3,3,3,3,3,3,3,5,6,3,3,3,3,3,5,5,0,ambiguous,game1
289,Male,1,28,To show how trustworthy your partner is,to see if you trust said partner,4,3,3,3,2,3,6,2,5,5,6,4,4,4,6,5,6,2,1,1,2,3,2,2,5,4,1,4,5,5,6,5,6,1,ambiguous,game1
290,Female,1,31,To see our decision once we have found out if the other player is dishonest or honest and would we give the upper hand at making a decision with our money,To examine our memory and our decisions ,1,1,1,1,1,1,1,1,7,6,6,6,6,6,6,6,6,6,6,6,3,4,2,1,6,4,2,1,2,3,2,3,2,0,absolute,survey1
291,Male,5+,35,"It's a weird game, but basically it asks the player if they'd like to do what's best for themselves (and more 'honest'?) or what's best for the group.  The latter involves a 'lie' but I don't think many people would consider that to be an actual lie in the context of an economic game.  ","It's like a trust exercise... keep the money for yourself (and your partner gets nothing) or take a chance, cooperate, hope they cooperate back instead of screwing you over, and both people end up better off.  I think an interesting study would be to see how people behave as a function of the amounts - it's easy to cooperate with a couple bucks at risk, but harder with hundreds or thousands on the table.  ",2,2,2,2,2,2,1,1,6,6,4,6,6,6,6,6,6,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,absolute,game1
292,Female,1,38,To see how I respond in an ethical situation ,To see how I feel about others choices,3,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,3,3,3,3,1,1,3,1,2,2,2,2,2,1,2,0,ambiguous,survey1
293,Male,1,22,To find if the participant was dishonest or not.,To find if the player's reactions to how the participant played in the coin flip game would change how they played the choice game.,2,2,4,2,3,2,1,1,6,4,2,2,4,3,3,5,5,7,7,7,7,7,1,1,1,1,1,1,2,2,2,1,1,0,absolute,game1
294,Female,2,54,trust and lies,trusting after lying,4,5,5,5,5,5,3,3,5,4,3,2,2,2,2,3,3,3,3,3,5,5,3,3,6,5,2,2,2,2,2,3,3,0,ambiguous,game1
295,Female,2,23,you wanted to find out if a person will be willing to lie if it will be for the good of those involved,you wanted to find out what the action of a person will be if they are given a choice to keep or share the money given to them ,1,4,5,4,4,4,7,7,7,5,6,7,5,6,6,7,3,5,3,7,4,3,6,6,5,3,3,4,6,4,5,5,6,1,absolute,survey1
296,Male,3,30,Decision making skills,trusting the partner,1,5,2,1,7,6,7,7,7,7,1,7,7,7,7,7,7,6,1,1,1,1,7,6,7,6,5,7,7,7,7,7,7,0,absolute,survey1
297,Female,1,33,If we can trust other people.,To see if we can trust other people,4,5,3,3,5,6,2,2,5,3,4,2,3,3,2,2,2,5,2,2,6,5,2,2,4,4,4,2,2,2,2,2,5,0,ambiguous,game1
298,Female,2,42,Reading comprehension.,"Reading comprehension, and decision making.",2,2,4,2,2,2,2,2,6,5,4,6,6,6,6,4,6,2,4,2,2,2,4,4,7,7,7,7,6,6,6,6,6,1,absolute,game1
299,Female,1,25,To check people's honesty and goodwill?,To check people's goodwill. ,2,2,2,2,2,2,5,5,6,5,4,4,6,5,6,6,6,2,2,2,2,2,6,6,7,7,6,6,5,5,5,6,6,1,absolute,game1
300,Female,1,22,I am not really sure ,I am not really sure to be honest ,4,3,4,3,3,2,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,5,4,4,3,3,3,2,3,3,0,ambiguous,game1
301,Female,2,25,Seeing how morality changes when faced with financial decisions.,Seeing how I treated money based upon other individual's actions.,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,2,2,2,1,2,2,3,4,4,3,3,0,absolute,survey1
302,Male,3,62,It is to see if someones on self-interest is greater than the concern for another person.,It is about corporation with someone that will make the right choice.,2,2,3,5,2,2,5,3,6,6,3,4,6,4,6,4,6,2,2,6,3,2,5,3,6,5,3,4,6,4,6,4,6,1,absolute,game1
303,Male,3,30,To see whether you though differently about the other person after seeing what they did in the game.,To see if you trusted the person enought to send them the money.,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,1,ambiguous,survey1
304,Male,0,23,no clue sorry.,no clue sorry.,4,4,2,4,4,4,2,1,5,3,5,2,2,2,2,3,5,4,4,4,5,5,2,1,5,3,2,2,1,1,1,5,5,0,ambiguous,game1
305,Female,1,66,to see how comfortable people are with financial risk that involves working with other people.,to see what types of decisions most people make concerning money,4,2,3,2,2,3,3,3,6,5,3,3,6,6,5,5,6,2,2,2,2,2,4,4,6,5,3,3,5,5,5,4,6,1,ambiguous,game1
306,Male,2,35,to evaluate the person you are playing with's morality,to make a choice based on what you expect the outcome to be and what choice the other person will make,3,3,2,3,2,3,3,3,5,4,4,2,3,3,3,4,6,2,3,2,4,2,2,2,5,5,4,2,5,6,6,5,6,1,ambiguous,survey1
307,Male,0,24,to see who my partner really us,perceptions,4,2,3,5,2,6,3,6,3,5,5,3,3,3,2,5,2,6,3,2,6,6,3,3,3,6,4,2,3,6,6,6,6,0,ambiguous,game1
308,Female,0,31,To determine if people would tell the truth or not.,I think the purpose was to see if this person could be trusted after showing dishonesty.,1,5,5,5,5,5,3,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,2,3,2,2,3,2,3,7,0,absolute,survey1
309,Female,1,74,morality and ethics when it come to money,"now that I know that player 2 is not an moral or ethical person, what decision will I make?",2,6,6,4,6,6,2,2,2,1,2,2,2,2,2,1,2,7,7,7,7,7,2,2,3,2,2,1,1,1,1,1,1,1,absolute,game1
310,Female,2,58,"To see whether the sender would be honest, when lying would benefit the other player to the sender's detriment.","To see how much I trust player 2, and to see whether I would risj losing money to make sure they can earn some.",1,4,4,4,2,3,5,5,5,3,4,7,4,4,4,4,5,5,6,6,5,5,5,5,2,2,5,2,3,3,3,3,5,1,absolute,survey1
311,Female,1,67,I have no idea other than to assess a type of morality.,Trust,2,3,3,4,3,3,3,2,7,2,3,5,6,6,6,6,6,2,2,2,2,2,3,2,6,6,3,6,6,6,6,6,6,1,absolute,game1
312,Female,0,26,"Seeing if a 'Player 1' is willing to risk losing a small amount of money by lying to help a 'Player 2', or to tell the truth and receive more money, but give none to 'Player 2'.","Looking at whether people choose to keep a reward for themselves but completely withhold it for others, or share it all with others in an effort to increase reward, but risk getting nothing back.",3,6,4,4,4,5,5,5,4,2,2,3,3,3,3,3,4,3,3,4,3,4,2,3,5,4,5,5,7,7,7,5,5,1,ambiguous,survey1
313,Female,2,54,To study what people think about lie.,To study if people trust other people when money is concerned.,4,3,3,3,3,3,2,2,5,4,4,1,5,5,4,5,5,2,2,2,2,2,2,2,5,5,3,4,5,5,6,6,5,0,ambiguous,game1
314,Male,0,27,Making judgements about another person's morality based on their actions in a game. ,To see how trustworthy one person would find another after seeing their actions in a prior game. ,2,2,3,4,3,2,3,2,6,5,4,5,5,5,5,5,5,2,3,3,3,3,2,3,6,6,4,5,5,5,5,5,5,1,absolute,game1
315,Female,0,24,To confuse people,I'm not sure,1,4,3,5,4,3,6,6,7,6,6,6,6,6,5,6,6,5,3,4,5,5,4,4,4,3,2,3,4,4,2,4,5,0,absolute,survey1
316,Male,0,25,I believe the purpose was to see how people perceive someone’s decisions in the choice game and how the decisions on whether they lied and how acceptable they find lying or benefited others with their choices and how that information affects people’s perception and judgement of that person.,I think the goal was to see how knowledge of whether someone makes decisions that benefit others and whether their willing to lie affects someone’s decision to pass or keep the money.,2,3,2,4,4,3,4,4,4,3,2,2,6,6,7,7,5,7,7,7,4,5,4,3,2,2,6,2,4,4,4,4,2,1,absolute,game1
317,Male,2,37,to see view hionesty,to see how honest we are,3,2,2,2,2,2,6,6,4,2,2,2,4,4,3,3,6,2,2,2,2,2,4,4,4,2,3,3,3,3,3,5,6,0,ambiguous,survey1
318,Male,2,45,To show the type of person that you were paired with in the choice game.,To see how you would react to a situation when you had some information about your paired person.,4,4,5,4,6,6,2,2,2,1,1,2,2,3,2,2,4,2,3,2,4,4,2,2,2,1,1,1,2,2,2,1,2,0,ambiguous,game1
319,Male,1,44,"I don't really care, because this is YOUR study and not mine, but I guess it's about how much we trust people.","Again, this honestly doesn't matter to me at all, but I guess it's about trust. ",1,3,3,4,4,3,7,7,6,6,7,6,6,6,6,6,3,4,5,5,3,3,7,4,6,4,7,6,6,6,6,6,3,0,absolute,survey1
320,Male,2,42,To gauge honesty and morals of people,To gauge trust,3,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,1,ambiguous,survey1
321,Female,1,46,To see if people will lie to others ultimately to benefit a partner or not,whether or not a person can trust a random stranger to do an honorable deed,3,3,3,4,3,3,3,3,5,2,4,5,5,5,5,3,5,3,3,3,3,3,3,3,4,3,4,4,5,5,5,5,5,1,ambiguous,survey1
322,Female,0,47,The purpose was to determine if a stranger would show morality in a game,Same thing i suppose,2,4,4,4,5,5,3,4,5,3,2,2,2,2,2,3,5,7,6,7,6,3,5,5,6,3,6,6,4,4,3,5,5,1,absolute,game1
323,Male,2,18,To see trustworthiness and how people trust one another.,To see honesty.,2,4,5,5,3,4,4,5,5,5,2,2,5,5,6,4,2,5,3,5,4,4,6,3,5,3,2,2,4,3,5,2,5,0,absolute,game1
324,Male,1,32,To gauge how trusting people are.,To gauge how trusting people are.,3,3,3,3,3,3,3,3,5,2,2,5,4,4,3,3,6,3,2,2,3,3,2,2,4,2,2,2,4,4,3,3,6,0,ambiguous,survey1
325,Male,4,35,"To test whether a person would tell a lie for the potential benefit of an unseen counterpart (or perhaps, because they expected their counterpart to not believe their assertion)",To test whether I would trust an unseen counterpart given his/her actions in a prior game.,1,2,4,4,2,2,6,6,7,6,6,6,6,6,6,6,5,4,5,6,4,3,4,3,6,6,4,4,5,5,4,5,5,1,absolute,survey1
326,Female,1,26,I don't know.,I don't know.,4,2,3,3,4,4,2,2,6,6,3,4,4,4,4,5,4,4,2,2,2,3,2,2,6,6,3,4,4,4,4,4,4,1,ambiguous,game1
327,Male,2,29,may be to evaluate a person in a situation,may be to evaluate a person in a situation,1,1,1,4,1,1,4,4,6,6,3,6,6,6,6,5,5,2,3,5,2,3,4,4,5,5,4,5,5,5,5,5,5,1,absolute,survey1
328,Male,2,31,Understanding the other person. Risk,Play the game,2,3,2,2,1,1,1,2,6,6,3,5,6,5,5,5,6,1,2,2,1,1,2,1,6,6,3,4,6,5,5,5,6,1,absolute,game1
329,Female,1,32,Test honesty of people,Perception of hypocrticalness of people,4,7,6,5,5,5,2,1,1,1,2,1,1,1,1,1,1,3,2,5,2,5,1,1,3,3,2,2,2,2,2,3,7,0,ambiguous,game1
330,Female,0,37,To see how honest people are.,To see how trusting people are.,2,1,1,4,1,1,2,2,6,4,6,4,7,7,7,7,4,1,2,2,1,1,6,6,7,7,7,7,7,7,7,7,4,1,absolute,game1
331,Female,2,33,Judge partner and instincs,Perception,3,5,4,6,3,3,3,4,5,3,5,5,5,5,5,5,5,3,6,5,2,3,4,3,2,3,5,5,6,6,6,6,6,0,ambiguous,survey1
332,Male,0,32,how people trust someone based on what s/he said,how people make decisions base on their opponent's background,2,2,2,2,2,2,2,2,6,6,5,5,6,5,5,5,5,2,2,2,2,2,2,2,6,6,6,6,6,5,5,6,6,0,absolute,game1
333,Female,1,64,To make judgements about a partner based on limited information.  ,See if you would trust someone you hardly know.,1,1,2,2,1,1,5,5,7,6,6,6,6,6,6,6,6,3,5,5,3,3,5,5,6,5,3,5,6,6,6,5,6,1,absolute,survey1
334,Male,0,44,To check morals and trust involved with money decisions,To check greed and human and morals in decisions,4,4,4,4,4,4,3,4,5,4,2,2,3,3,2,4,4,3,5,3,3,5,3,3,4,2,3,2,2,2,2,2,4,0,ambiguous,game1
335,Male,2,59,To examine participants understanding of outcomes,To examine trust,3,4,4,4,4,4,4,4,5,2,3,2,4,4,3,4,6,2,2,2,2,2,1,1,5,2,5,5,5,5,5,5,6,1,ambiguous,survey1
