ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
627,No.,Male,49,Other,To observe perceptions.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,5,5,5,5,4,2,2,2,2,2,2
628,No; I try not to follow politics too closely except right before a primary or election.,Female,30,Republican,"To gauge someone's response to a candidate they're inclined to like and agree with on policy, but whose been proven to not be 100% honest.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,6,4,5,5,4,3,3,3,4,4,5
629,Almost all politicians nowadays. ,Male,34,Democrat,Determine thoughts and feelings towards politicians who lie. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,6,6,6,6,4,3,2,2,2,2,2
630,No,Female,24,Other,I believe the purpose of this study was to see if a person would change their views on a politician if they were dishonest. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,7,6,5,6,6,2,2,2,1,2,3,1
631,"too many, easy one is hawley from MO",Male,30,Other,no idea babe,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,7,1,7,7,7,3,1,3,1,1,3,2
632,most of them.,Male,29,Democrat,i'm not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,4,5,5,5,5,5,4,2,5,2,3,3,3
633,no he did not remind me of anyone,Prefer not to answer,33,Other,This study examines perceptions of political candidates.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,6,6,4,4,1,5,2,4,5,4,6,7,5
634,Donald Trump,Male,38,Democrat,Study of perception,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,5,5,5,6,4,3,4,2,3,3,3
635,donald trump,Female,58,Democrat,"To see how we feel about people, particularly politicians, who say one thing but act in a way that is inconsistent with their espoused beliefs.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,4,6,4,4,6,6,4,7,3,3,3,3
636,President Trump,Female,33,Democrat,unsure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,7,7,6,6,7,4,2,1,1,2,2,1
637,"Yes, Abigail Spanburger from Virginia",Female,48,Republican,unknown,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,6,3,5,6,4,2,1,1,1,2,2,1
638,Trump,Female,33,Democrat,How being judge politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,4,6,5,4,4,6,5,5,4,4,4,2,2
640,Bernie Sanders,Female,39,Other,To see how people judge politicians who lie about accepting campaign donations from Political Action Committees. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,6,6,6,7,3,1,2,2,2,2,2
642,no,Male,65,Democrat,Judgements,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,6,6,6,6,6,4,3,3,2,2,2,2
643,Mitch McConnell,Female,21,Republican,Perceptions of honesty,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,5,2,1,2,2,2,5,2,3,2,5,5,5
645,Not really. Maybe Trump.,Male,27,Democrat,To see how participants respond to political lies. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,1,1,1,1,1,1,1,1,1,1,1,1
646,No,Male,23,Other,To see how lying affects your view on the candidate and your likelihood to vote for him/her.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,7,7,7,6,7,3,1,7,1,1,1,1
647,Donald Trump,Male,25,Democrat,I am unsure.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,7,4,7,7,2,1,1,1,1,1,1,1
648,It didn't bring anyone in particular to mind.  It could have been any number of people in the political world though.  ,Female,51,Democrat,I don't know.  It looks like you're trying to figure out how people make decisions about political candidates.  Thanks for posting this online.  Good luck with your research!,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,6,4,7,7,6,2,1,2,1,1,1,1
651,trump,Female,41,Democrat,whether we are numb and accept politicians lying based on current president,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,1,7,7,7,7,7,1,1,7,1,1,1,1
652,"No specific ones (I don't keep up with politics very well), but I suspect most politicians hide/fudge the amount of PAC contributions they receive.",Female,43,Democrat,To see how mildly/harshly politicians are judged for lying? Or maybe how strong peoples' ties are to a given party regardless of a candidate's individual quality?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,6,6,5,6,6,5,2,2,2,3,4,3
654,some whose role well,Male,31,Democrat, information about a political candidate and answer questions related to this information,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,6,5,3,4,6,5,6,3,5,4,5,6,2
655,republicans,Female,50,Democrat,political morals,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,4,7,6,7,4,2,2,2,2,2,2
656,Not in particular,Male,35,Other,To see how people feel about candidates who lie to you about whether or not they get funding and support from PAC's.  I think studies that show how a candidate gets money are only able to use information that's available.  Money comes in from many places and is never documented and that's the real issue.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,7,1,7,7,7,1,1,1,1,1,2,1
657,All of them,Female,63,Republican,How we evaluate flawed candidates.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,3,3,5,3,2,6,3,7,2,4,4,2
658,yes,Female,61,Democrat,Perception of politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,6,6,6,3,1,1,1,1,1,1
659,"No, I can't think of anyone who has actually admitted to lying, though obviously Trump lies all the time so there's that",Female,30,Democrat,To see what level of moral failing a politician would have to have before we won't vote for them if they are from the same party we are,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,7,2,2,6,5,1,4,1,3,2,2,2,2
660,Obama,Female,55,Republican,Not sure but probably to bash Trump,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,4,6,5,5,6,3,2,3,2,2,4,2
661,Hillary Clinton,Female,21,Republican,Perceptions of candidates.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,6,5,5,5,6,3,5,4,5,4,5,5,5
662,no,Female,56,Democrat,Ethics in government,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,7,7,7,7,7,3,1,7,1,1,1,1
663,None,Male,30,Democrat,No idea,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,5,5,5,4,4,3,2,4,4,4,4,3
664,"Everyone ever, but the graph could also just be fake.",Female,27,Democrat,I think most if not all politicians are liars. They're all out for their own gain.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,4,4,4,4,4,6,4,1,2,2,2,2
665,Not in particular.,Male,31,Republican,How people react to dishonest politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,7,6,6,7,3,2,2,2,2,3,1
666,No,Male,27,Republican,I have no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,5,6,6,5,6,4,3,5,3,3,4,3
667,yes most politicians,Male,41,Democrat,To understand our tolerance for lying politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,4,4,4,7,5,5,4,3,3,4,5,3
668,All of them.,Male,32,Other,Political perceptions.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,6,7,7,7,7,2,1,1,1,2,2,1
669,Hillary Clinton,Female,49,Republican,To see how individuals rank such a lie on a scale.  Not serious to very serious.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,6,6,6,7,3,2,5,1,2,2,1
670,none,Female,28,Democrat,evaluate impact of candidate lying,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,5,4,5,4,4,5,4,4,3,4,3,4
671,"Honestly, I can't single out a particular name, but I feel like many politicians in general share his mindset to at least some degree",Male,23,Democrat,"To gauge whether or not people will still support candidates they absolutely know to lie, if they align with their values otherwise",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,4,4,5,5,5,3,4,2,4,3,3
672,Yes,Male,31,Republican,To determine reaction of normal people about a lying candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,6,6,5,5,2,2,7,2,2,2,2
673,no,Female,25,Republican,to see how i would vote,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,4,5,4,4,5,4,4,7,4,5,5,4
675,No,Male,52,Republican,The effect of political chicanery,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,1,6,6,6,6,6,3,1,2,2,2,2,1
676,trump,Female,21,Other,n/a,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,6,6,6,4,5,4,1,5,1,2,2,2
677,"No, not any one specific politician, but I think it does bring politicians to mind in general because a lot of them fit into this type of description.",Female,42,Republican,To see if a politician admitting to not always telling the truth has any impact on someone's impression of that politician vs. a politician directly lying.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,3,3,3,3,4,3,5,3,4,2,3,3,3
678,I've seen Trump's name in the headlines regarding lies about funding.,Female,34,Democrat,If a politician's minor lying sways our decision about him/her.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,5,4,6,4,4,6,4,3,6,4,4,4,4
679,No,Female,42,Democrat,Perception,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,5,5,5,5,5,5,4,4,3,4,4,4
680,no,Female,22,Democrat,politician perception?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,4,4,3,4,4,5,6,3,3,3,3,3
682,all politicians,Female,37,Democrat,do people care about honesty any more?,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,2,2,2,2,2,3,2,2,2,4,4,2
683,All of them. They are all liars and crooks if you ask me.,Male,65,Republican,Perceptions of political candidates.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,6,6,6,6,4,2,2,2,2,2,2
685,"It reminded me of most politicians as a whole. A lot of them make promises they have no intention of keeping and/or lie about funding, their opinion on issues etc. ",Female,29,Other,To see how trusting people are towards politicians. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,4,5,5,6,5,3,2,2,2,2,2,1
687,"Not any one in particular, just what I've always thought about politicians from what I've always heard that politicians typically lie.",Female,46,Republican,To see how people think of a politician that lies. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,5,5,4,4,4,5,5,5,4,2,3,4,4
688,all of them.,Female,48,Other,Don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,5,5,6,5,5,3,2,1,1,1,1,1
689,no. I don't think I have ever heard a politician say directly that he would lie. ,Female,31,Republican,peoples judgements to political candidates. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,4,4,4,4,3,1,1,1,1,3,2
690,Most of them,Female,64,Democrat,To see what my judgement was on a particular politician.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,6,6,6,6,4,5,2,3,2,2,2,2
691,none,Female,36,Republican,feelings toward politicians and lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,5,5,6,5,3,2,2,4,4,3
693,no,Female,38,Other,How people feel about a candidate based on an interview.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,6,5,6,4,5,4,2,2,1,2,2,1
694,no,Female,67,Democrat,what people think about politicians that lie.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,6,6,6,5,6,5,2,4,4,4,4,4
695,No,Female,44,Republican,To see if you would overlook small lies and still support someone. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,5,4,4,6,5,4,5,3,5,5,5
696,NO,Female,44,Democrat,PERCEPTIONS  OF POLITICIANS,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,7,7,7,7,7,1,1,1,1,1,1,1
697,Trump,Male,30,Democrat,not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,7,7,7,7,7,2,1,2,1,1,1,1
698,All of them currently in office,Female,30,Democrat,How we view levels of lying in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,6,6,6,3,2,2,2,2,2,2
699,I didn't think of anyone specifically.,Female,36,Republican,My thoughts on the politician after I found out he was lying about political contributions.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,6,6,2,6,4,2,3,2,2,2,2
700,Not that I can think of.,Male,30,Democrat,To see how people view politicians lying.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,7,7,6,7,6,3,2,2,2,3,3,2
701,no,Female,35,Republican,To see how voters evaluate candidates who are willing to lie,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,2,7,6,2,3,1,1,1,1,1,1
702,all of them lol,Female,37,Republican,to see how people are politically persuaded by media,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,6,6,6,1,5,1,2,1,2,2,2
703,Donald Trump,Female,56,Democrat,ethical behavior of politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,7,7,7,7,7,4,1,4,1,1,1,1
704,Trump,Male,37,Democrat,To see if people would still vote for a person who lies.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,3,3,2,3,2,3,1,2,1,2,2,1
705,Paul Ryan,Male,22,Other,Thoughts on a hypothetical politician.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,3,3,2,3,3,7,6,7,6,4,4,5
706,Yes,Male,49,Democrat,Figure out what I thought about a specific candidate for office,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,3,6,6,5,6,4,3,1,1,2,3,3,3
707,No,Male,26,Democrat,to see how I formed a view of a person from limited information,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,3,5,5,5,4,4,4,3,2,2,4,3,2
709,"Yes. Unfortunately, many politicians lie, especially after they get elected to office.",Male,49,Other,To see how people view and rate a political candidate that they like before finding out that he' s a typical lying hypocrite like other politicians and if it would change their view of them.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,6,6,5,4,7,4,3,6,3,4,3,3
710,Hillary Clinton,Female,60,Republican,"I have no idea. I think most people in the political arena are liars to a certain extent, and for various reasons, they feel justified in doing so (mainly because they feel their political opponents are liars and most will stoop to the lowest means to win). Power has a corrupting influence on everyone. Some are perceived as more corrupt than others based on how much the media focuses on that person's corruption, but that may or may not be true.",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,3,3,3,3,2,4,2,1,2,2,2,2
711,"Donald Trump, Ted Cruz",Male,32,Democrat,To see people's perceptions of a political candidate.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,7,7,7,7,3,1,2,2,2,2,2
712,no,Male,34,Democrat,no idea,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,4,4,5,5,5,6,3,3,4,2,3,3,2
714,"every politician i have ever seen, heard, or read about",Male,34,Republican,judging character,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,5,2,6,4,5,6,3,1,4,3,5,5,4
715,Most of them.,Male,35,Republican,To see if I'd judge harshly someone I pretty much agree with.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,5,6,4,6,6,7,6,2,2,1,2,2,1
716,The ones accepting money/donations from the super wealthy/NRA/special interests,Female,33,Democrat,Our perceptions of political candidates,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,6,6,6,6,4,3,3,1,3,3,2
718,Donald Trump,Female,35,Democrat,To see what people find acceptable in politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,4,6,6,4,6,4,1,1,1,2,2,2
719,Obama,Female,60,Republican,How I perceive a political candidate.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,7,3,7,6,5,3,1,1,1,1,1,1
720,There was no specific person in mind.,Male,56,Democrat,Perceptions of campaign financing and honesty.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,5,4,6,6,3,4,2,2,2,2,4,2
722,Donald Trump,Female,38,Democrat,How we perceive honesty and morality in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,6,6,7,7,6,3,2,4,2,2,2,2
723,Every one of them.,Female,26,Democrat,Your judgement of political candidates.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,7,7,6,6,7,1,1,6,1,1,1,1
724,Kind of remind me of all the politicians since they all kind of make the same statement but there would always be some kind of lie that they do not plan to keep with which i feel is all part about being a politicians ,Male,33,Other,To see how people would think if they find out someone who is running for office is lying about something,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,3,5,6,5,4,6,6,2,5,4,4,4,3
725,VA Governor ,Male,50,Other,To Gauge the public's opinions of honesty in politics. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,6,4,5,6,4,3,2,2,2,2,2
727,no,Female,50,Democrat,I don't know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,6,6,6,6,3,2,3,2,3,4,3
728,No,Male,35,Democrat,I don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,4,2,6,6,6,4,2,2,1,1,1,1
729,All of them.,Male,44,Other,Don't know.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,4,4,4,5,4,5,2,5,3,5,5,5
730,All of them!,Male,40,Other,To see what we feel about our politicians lying,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,3,6,2,6,6,6,3,2,3,2,4,3,3
731,All of them...,Female,26,Other,To see how people view lying by political candidates? ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,5,5,5,4,4,5,4,2,2,2,2,2,2
732,Most of them,Female,23,Other,See what mturk workers think politicians can get away with ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,6,6,6,6,3,2,2,1,2,2,2
733,Not in particular.,Male,35,Democrat,To see how we judge politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,6,6,6,6,4,2,2,2,2,2,2
734,No,Male,28,Democrat,No idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,6,7,6,6,7,4,2,4,2,3,3,2
736,All of them,Female,39,Other,to see how acceptable we find lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,1,1,2,5,1,3,2,2,1,1,1,1
739,no,Male,33,Democrat,evaluate a politician,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,6,6,6,3,5,6,3,2,2,2
740,Trump,Female,35,Democrat,don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,5,6,5,5,4,3,1,6,2,2,2,2
741,"YES, OF COURSE ",Female,29,Other,THE EFFECT A KNOWN- LYING POLITICIAN HAS ON MY DECISION TO VOTE FOR THAT POLITICIAN ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,6,6,6,4,2,1,2,1,1,2,2
742,"Mr. Johnson sometimes lies, sometimes he tells but do not do it",Male,24,Democrat,"if people has that personality,  do you vote for him or not",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,4,4,4,4,4,3,5,3,3,3,3,3
743,Majority I would say.,Male,29,Republican,Im not sure.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,2,1,7,7,1,4,1,2,1,1,1,2
744,no,Male,28,Republican,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,5,5,5,5,6,5,4,6,3,3,3,2
745,NO,Female,33,Other,NOT SURE,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,5,5,5,5,5,5,5,4,3,3,3,3
746,"Too numerous to list but lets start at the top with trump and pence and ryan and then wind our way down each political party, with few exceptions.",Male,44,Democrat,do not know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,1,7,5,7,7,6,2,1,1,1,1,1,1
747,Yes,Male,28,Democrat,Opinions on politicians ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,6,5,5,6,3,3,5,2,2,2,2
748,no,Female,39,Republican,I'm not sure. Since PAC's can be donated to by individuals I am not sure the example of lying was a great example of lying. I would rather donate to a PAC than an individual since the PAC represents and idea rather than a person.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,4,3,4,3,5,6,3,3,3,5,5,4
749,No.  I have never heard a politician say that politicians should lie sometimes.  ,Male,62,Republican,"I do not know.  Obviously some top secret information is known by national politicians and they cannot be totally open about what they know there.  However, they can refuse to answer rather than lie like Clapper did.",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,5,2,2,2,2,2,4,1,2,2,2,2,2
750,Yes,Male,42,Democrat,Politics and moral values,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,5,6,6,1,1,5,4,4,2,5,2,2
752,Donald Trump,Male,32,Republican,To study my views on a person in relation to politicians. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,6,2,2,2,2,2,6,2,5,5,5,5,6
753,about half of them or a little bit more than half,Male,59,Democrat,I don't know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,4,6,5,5,5,5,3,3,4,5,5,5
755,Trump,Female,59,Democrat,Not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,7,7,6,7,3,2,2,2,3,3,2
756,no,Male,30,Republican,I am not sure.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,2,4,2,4,6,6,4,4,4,4,4,4
757,Donald Trump,Female,52,Democrat,How I felt about politicians lieing.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,3,6,6,5,4,1,1,1,2,2,2
758,Trump,Male,72,Republican,judgement of people,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,7,6,5,6,5,5,1,2,2,2,2
759,nope,Male,44,Democrat,I dont know ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,6,3,4,4,4,4,5,2,3,3,4,5,4
760,No one in particular because it could be any politician ,Female,44,Democrat,Honesty in politics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,5,5,5,5,5,4,5,3,5,5,5
761,none,Male,32,Democrat,to see how we feel about a lying politician,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,5,6,5,5,6,4,4,4,2,3,3,3
762,I would have to say Donald Trump who is known for lying about petty stuff,Female,32,Democrat,To see how people feel about a politician who lies,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,6,6,5,5,6,5,3,2,2,3,3,2
764,No,Male,49,Democrat,I don’t know ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,4,2,6,6,6,2,2,2,2,4,4
765,It seems that most politicians lie during the campaign,Male,67,Republican,perceptions of honesty in politics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,5,5,5,6,6,4,2,3,2,4,4,5
766,no,Male,33,Republican,perception of candidate claims,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,5,5,5,5,5,5,3,5,5,5,4
767,Just local politicians,Male,41,Other,Views on honesty in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,4,4,7,6,2,3,1,2,1,2,2,1
