ID,StartDate,EndDate,Gender,Economics_exp,Age,Perceived_purpose,condition,hypocrisy_1,hypocrisy_2,hypocrisy_3,discomfort_1,benevolence_1,benevolence_2,benevolence_3,honest,moral_1,moral_2,trust,proclamation,lie.motives
307,9/5/18 16:58,9/5/18 17:06,Male,0,28,To test hoesty and trust between randomly paired participants,4,2,2,2,2,3,3,6,2,4,3,1,ambiguous,prosocial
308,9/5/18 16:54,9/5/18 17:07,Female,0,73,To see if a person would try to earn money for another as well as himself or be selfish,3,7,1,7,1,1,1,1,1,1,1,1,ambiguous,selfish
309,9/5/18 17:00,9/5/18 17:07,Female,0,51,Looking at how people's beliefs pan out when those beliefs are tested.,2,4,6,6,2,4,4,6,2,4,4,5,absolute,prosocial
310,9/5/18 16:58,9/5/18 17:07,Female,2,28,counting benefits,4,5,5,5,5,4,4,3,5,5,5,5,ambiguous,prosocial
311,9/5/18 16:57,9/5/18 17:07,Male,1,25,Evaluating how people would respond to other participants self-contradicting behavior.,2,6,7,7,4,6,6,7,2,5,5,2,absolute,prosocial
312,9/5/18 16:59,9/5/18 17:07,Female,0,31,About trust and see if a person would lie for there gain?,4,4,4,4,2,4,3,4,3,4,3,5,ambiguous,prosocial
313,9/5/18 16:53,9/5/18 17:08,Female,0,45,Maybe to see if people would just think about them self or others,3,2,4,4,4,3,4,4,3,3,3,3,ambiguous,selfish
314,9/5/18 17:01,9/5/18 17:08,Male,3,39,To see what is more important to the Sender; being honest or getting more money. ,4,2,2,4,4,3,4,3,4,3,3,3,ambiguous,prosocial
315,9/5/18 17:00,9/5/18 17:08,Male,0,36,to deceive your playing partner so you win a larger share of the prize,3,2,2,3,2,3,4,5,2,4,2,2,ambiguous,selfish
316,9/5/18 17:02,9/5/18 17:09,Female,0,26,to see if people where honest and whether people would believe what was said ,4,4,4,3,5,6,1,7,6,6,6,6,ambiguous,prosocial
317,9/5/18 16:59,9/5/18 17:09,Female,0,31,To see if people would lie/go against their beliefs in order to help others benefit,2,6,6,6,3,5,5,6,2,4,4,4,absolute,prosocial
318,9/5/18 17:02,9/5/18 17:09,Male,1,30,To view a person's actions based on how trustworthy they are,3,1,2,2,3,2,4,2,2,2,2,1,ambiguous,selfish
319,9/5/18 17:01,9/5/18 17:10,Female,1,52,To know the personality of a person based on his/her actions,1,1,5,1,1,3,2,1,4,1,1,2,absolute,selfish
320,9/5/18 17:01,9/5/18 17:12,Female,2,76,To make money for guessing the coin flip whether one is the receiver or sender,3,2,4,4,4,5,5,3,5,5,5,5,ambiguous,selfish
321,9/5/18 17:09,9/5/18 17:14,Male,1,24,See if people are honest if there is a money incentive to lie,2,4,4,3,3,3,3,5,2,3,4,2,absolute,prosocial
322,9/5/18 17:05,9/5/18 17:15,Female,0,43,Testing if a persons ideal response in a survey matches his actions in practice.,2,6,6,6,2,6,6,6,3,6,4,3,absolute,prosocial
323,9/5/18 17:08,9/5/18 17:17,Female,0,46,To see what the sender does?,4,4,4,4,4,4,4,6,3,5,5,2,ambiguous,prosocial
324,9/5/18 17:08,9/5/18 17:17,Female,1,21,To see if people would prefer to share profits (and earn less) or earn more but leave another person without profit,3,2,2,4,5,2,2,2,1,5,4,2,ambiguous,selfish
325,9/5/18 17:15,9/5/18 17:21,Male,2,27,To gauge whether or not people will willingly lie about the results of a coin flip to earn more money for themselves at the cost of another person's gain.,1,7,7,7,1,1,1,1,1,2,2,1,absolute,selfish
326,9/5/18 17:16,9/5/18 17:22,Male,2,28,To test whether it's okay to lie for the benefit of 2 people or tell the truth in order to gain the most you can.,4,3,5,2,2,6,2,7,4,5,6,5,ambiguous,prosocial
327,9/5/18 15:53,9/5/18 18:28,Male,0,31,Have no idea,4,1,2,2,1,3,3,5,3,3,3,3,ambiguous,prosocial
