ID,StartDate,EndDate,Gender,Economics_exp,Age,Perceived_purpose1,Perceived_purpose2,condition,proclamation,behavior,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likely,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3,Social_benefit1,Social_benefit2,pref,rv,sometimes,rarely,never,behavlie
222,3/15/19 12:23,3/15/19 12:44,Male,2,23,To measure how trustworthy people in a unfavorable position are with a person who can lie and be the main benefactor. Similar to the governments.,The see if i would trust another participant with a moral choice.,6,sometimes,prosocial.truth,5,5,5,4,4,4,3,4,5,3,2,2,1,1,3,0,1,0,0,0
223,3/15/19 12:21,3/15/19 12:44,Male,2,31,to gauge trust in someone who says lying is OK ,To gauge how we trust and make decisions based on someone's previous lies. ,3,sometimes,selfish.lie,4,2,3,5,6,3,3,3,2,2,2,2,3,5,4,0,1,0,0,1
224,3/15/19 12:29,3/15/19 12:44,Male,1,29,To see if you trust people,to test that trust,4,never,prosocial.truth,1,1,1,1,1,6,6,3,5,6,7,7,3,4,3,1,0,0,1,0
225,3/15/19 12:24,3/15/19 12:44,Female,2,32,"To see if you will trust a person who has said that they rarely lie, but then showed in a previous game to be dishonest.","To see if you trust the person or will need verification of their answer, especially when knowing that they are prone to being dishonest in this type of game.",2,rarely,selfish.lie,5,5,6,6,6,2,1,5,2,2,2,1,6,6,4,0,0,1,0,1
226,3/15/19 12:35,3/15/19 12:44,Male,1,61,To see how trusting you are.,"Again, to see how trusting you are.",4,never,prosocial.truth,1,1,1,2,1,7,7,7,7,7,6,7,6,6,4,1,0,0,1,0
227,3/15/19 12:31,3/15/19 12:44,Male,1,64,reading and understanding the instructions. whether or not to trust.,Trust whether someone with a good reputation will lie or not.,4,never,prosocial.truth,2,2,2,2,2,6,6,6,6,6,6,6,7,6,5,1,0,0,1,0
228,3/15/19 12:22,3/15/19 12:44,Male,1,27,To rely on our friends or near and take decisions.,To study on  trust or not trust a person who is with us.,6,sometimes,prosocial.truth,4,3,4,3,2,6,2,6,6,6,6,6,2,2,4,1,1,0,0,0
229,3/15/19 12:23,3/15/19 12:44,Female,1,49,"The purpose of the Coin Flip Game was to determine whether the result was heads or tails, and earn the corresponding reward.","The purpose of the Rely-or-Verify Game is to determine if the person sending you an 'even or odd' answer is telling the truth, or lying.",1,never,selfish.lie,4,4,6,4,4,4,2,7,4,2,3,2,1,6,3,0,0,0,1,1
230,3/15/19 12:31,3/15/19 12:45,Male,0,33,I'm not sure,I'm not sure,1,never,selfish.lie,5,6,6,5,5,4,3,2,2,2,3,2,5,2,3,0,0,0,1,1
231,3/15/19 12:23,3/15/19 12:45,Female,2,42,To see if a player would lie if it meant they got more money.,To see if i would depend on a player knowing they lied before.,1,never,selfish.lie,5,5,6,5,5,4,4,3,2,2,2,2,5,5,5,1,0,0,1,1
232,3/15/19 12:31,3/15/19 12:45,Male,0,55,trust,trust,1,never,selfish.lie,7,7,7,7,7,2,2,2,2,2,2,2,2,2,1,0,0,0,1,1
233,3/15/19 12:22,3/15/19 12:45,Female,2,45,Making a decision ,Trusting people ,5,rarely,prosocial.truth,2,2,2,2,2,4,2,6,5,4,4,5,3,3,4,1,0,1,0,0
234,3/15/19 12:28,3/15/19 12:45,Female,0,35,"The purpose of the coin flip game, I believe, is to judge how people behave in regards to their own morals when their personal interests are at stake.  ",I believe the purpose of the rely or verify is to see how people behave toward the person they are partnered with when they are aware of their partner seeking to serve their own interests by deception.  ,1,never,selfish.lie,5,5,5,5,5,4,2,1,2,1,1,1,4,4,4,0,0,0,1,1
235,3/15/19 12:33,3/15/19 12:45,Male,0,47,our trust in other people,trust again whether others will tell us the truth,4,never,prosocial.truth,2,2,1,2,2,6,2,7,7,6,6,7,7,7,4,0,0,0,1,0
236,3/15/19 12:24,3/15/19 12:45,Male,0,28,Asses the value of honesty vs greed,Make the most profit,4,never,prosocial.truth,1,1,1,1,1,6,6,6,7,6,6,6,7,7,5,0,0,0,1,0
237,3/15/19 12:38,3/15/19 12:45,Male,1,42,test trust in others decision making,determine people's trust,1,never,selfish.lie,4,4,4,4,4,6,6,6,5,5,5,5,3,3,3,0,0,0,1,1
238,3/15/19 12:27,3/15/19 12:45,Female,0,44,I believe the purpose was to determine who lies and who doesn't and to see if you can trust people.,To see who is trustworthy and who isn't.,5,rarely,prosocial.truth,2,2,4,2,2,5,4,5,4,4,5,5,3,5,3,1,0,1,0,0
239,3/15/19 12:28,3/15/19 12:45,Female,0,53,"To see whether I trusted the responses of the person I was playing with, based on their honesty during another exercise.",To ascertain whether I trusted the answer given by a person who had given incorrect information previously.,2,rarely,selfish.lie,6,6,7,6,5,5,3,2,2,4,4,3,5,4,4,0,0,1,0,1
240,3/15/19 12:29,3/15/19 12:45,Female,0,24,To see if I viewed my partner's actions as trustworthy and moral. ,To see if I still trusted my partner despite his/her actions in the Coin Flip game. ,3,sometimes,selfish.lie,4,3,3,4,5,4,3,4,3,3,4,3,2,3,3,0,1,0,0,1
241,3/15/19 12:17,3/15/19 12:46,Male,0,53,to see how trusting someone is.,to see if i made a trust choice on previous information and what it was.,5,rarely,prosocial.truth,3,5,3,3,4,5,4,3,3,6,5,6,2,2,5,1,0,1,0,0
242,3/15/19 12:21,3/15/19 12:46,Male,1,64,Not a clue I just followed the instructions.,Not a clue I just follow the instructions.,1,never,selfish.lie,6,4,7,6,6,3,2,2,2,1,1,1,6,6,4,0,0,0,1,1
243,3/15/19 12:24,3/15/19 12:46,Male,2,50,To study how people perceive the limitations of lying: when it is okay and when it is not?,To see how much trust people have in each other when it comes to money?,5,rarely,prosocial.truth,1,1,1,1,1,7,6,6,6,6,6,6,6,6,4,0,0,1,0,0
244,3/15/19 12:39,3/15/19 12:46,Male,0,22,trust,trust,1,never,selfish.lie,4,4,7,4,4,4,4,4,5,4,4,4,5,4,5,1,0,0,1,1
245,3/15/19 12:38,3/15/19 12:47,Male,2,36,trusting someone who is a confirmed liar,trust,2,rarely,selfish.lie,5,6,6,5,5,3,1,2,2,3,2,3,6,6,4,1,0,1,0,1
246,3/15/19 12:28,3/15/19 12:47,Male,0,28,To know  how other people's decisions influence you to make choices ,To understand  consumer perspective on things ,3,sometimes,selfish.lie,2,2,2,2,2,4,5,6,6,5,6,5,1,1,3,1,1,0,0,1
247,3/15/19 12:34,3/15/19 12:47,Female,1,49,"I am unsure, maybe find a relationship between trust and financial decisions. ",I think to see if there is a link between truth and beliefs. ,3,sometimes,selfish.lie,6,3,5,5,5,3,3,2,3,3,3,2,2,3,4,0,1,0,0,1
248,3/15/19 12:38,3/15/19 12:47,Female,2,38,The purpose is to state whether the coin landed on heads or tails.,To correctly guess whether the amount of money in the jar was odd or even.,5,rarely,prosocial.truth,2,1,1,2,2,7,6,6,6,6,6,6,6,6,4,1,0,1,0,0
249,3/15/19 12:31,3/15/19 12:47,Male,0,45,i think it was more of a trust game. ,it shows how much we can rely on others blindly.,6,sometimes,prosocial.truth,2,3,3,2,3,3,4,6,4,5,5,5,4,4,3,1,1,0,0,0
250,3/15/19 12:39,3/15/19 12:48,Male,1,29,To test how much trust people put into one another.,To see if past decisions affect how you trust someone.,5,rarely,prosocial.truth,1,2,2,1,2,6,6,6,7,6,7,6,7,6,4,1,0,1,0,0
251,3/15/19 12:35,3/15/19 12:48,Prefer not to answer,2,58,trust but verify,trust but verify,1,never,selfish.lie,4,4,4,4,5,4,4,1,2,2,2,2,5,7,4,0,0,0,1,1
252,3/15/19 12:38,3/15/19 12:48,Female,0,61,I don't know,I don't know,1,never,selfish.lie,4,7,7,4,1,7,4,1,1,2,2,2,7,7,4,0,0,0,1,1
253,3/15/19 12:26,3/15/19 12:48,Male,0,35,I don't know,I don't know,2,rarely,selfish.lie,4,4,6,4,4,6,2,2,2,4,4,4,2,2,3,0,0,1,0,1
254,3/15/19 12:40,3/15/19 12:48,Female,0,28,To see how the person I was going to be playing with later told the truth or not.,To see how much I trust the other player?,4,never,prosocial.truth,1,1,1,1,1,7,6,5,6,7,7,6,5,4,4,1,0,0,1,0
255,3/15/19 12:27,3/15/19 12:49,Female,1,64,the coin flip was a game of chance, RELY-or-VERIFY was a game of chance and dependency of a truthful partner,6,sometimes,prosocial.truth,3,3,3,3,3,6,5,5,5,5,5,5,2,2,4,1,1,0,0,0
256,3/15/19 12:36,3/15/19 12:49,Female,2,27,The purpose of this game is trust and honesty. ,To see how willing participants are in trusting players they do not know in real life. ,6,sometimes,prosocial.truth,5,6,4,5,5,4,4,7,2,2,2,2,1,1,5,0,1,0,0,0
257,3/15/19 12:43,3/15/19 12:49,Male,0,27,To test lying,To test lying,6,sometimes,prosocial.truth,6,6,6,5,5,4,3,4,4,5,4,4,2,2,5,1,1,0,0,0
258,3/15/19 12:39,3/15/19 12:49,Male,2,30,The purpose was to see how people trust others based on limited information.,The purpose was to see how learning about another person's actions affects how we trust them.,5,rarely,prosocial.truth,1,1,1,1,1,7,7,7,6,6,6,6,6,6,4,1,0,1,0,0
259,3/15/19 12:39,3/15/19 12:49,Male,1,30,To gauge our perceptions of honesty and trust related to a fictional decision game,To see if we can form personality judgements from given information and trust said personality or not,5,rarely,prosocial.truth,1,1,1,1,1,6,5,4,6,6,6,6,7,7,3,1,0,1,0,0
260,3/15/19 12:36,3/15/19 12:49,Female,0,34,To see if people would report the correct outcome or lie when given the choice. It's a trust game.,"If after knowing someone's past decisions, do we believe what they say or do we feel we have to check their answer. Again, another trust game.",2,rarely,selfish.lie,6,7,6,6,5,5,1,1,4,2,2,2,5,6,4,0,0,1,0,1
261,3/15/19 12:23,3/15/19 12:49,Male,0,34,opinion,opinion,5,rarely,prosocial.truth,5,5,6,4,6,4,2,5,4,5,5,4,2,2,4,1,0,1,0,0
262,3/15/19 12:31,3/15/19 12:49,Female,1,23,To see if ones opinion chnages when they find out the truth beinf a person,To see if someone trusts another,1,never,selfish.lie,6,7,6,7,7,3,1,1,1,1,1,1,5,7,3,1,0,0,1,1
263,3/15/19 12:39,3/15/19 12:50,Male,2,34,Probably something to do with signaling,Still something about signaling,1,never,selfish.lie,6,6,7,6,6,5,2,1,2,3,3,3,3,3,3,0,0,0,1,1
264,3/15/19 12:37,3/15/19 12:50,Female,0,26,To see how we trust and value ,To see how we trust and value,6,sometimes,prosocial.truth,3,4,3,3,4,6,5,3,5,5,5,5,5,4,4,0,1,0,0,0
265,3/15/19 12:41,3/15/19 12:50,Female,0,22,Examining perceptions of trust versus mistrust,To see if a person still is trusting after knowing that they've been lied to in the past ,2,rarely,selfish.lie,5,6,6,5,5,4,4,1,2,2,3,2,6,5,4,0,0,1,0,1
266,3/15/19 12:33,3/15/19 12:50,Female,3,42,To assess how people choose whether to rely on information based on limited knowledge about the informant,to see how people view relying on others,3,sometimes,selfish.lie,2,2,2,2,3,4,1,2,1,3,2,2,2,2,4,0,1,0,0,1
267,3/15/19 12:23,3/15/19 12:50,Male,0,81,ASSESSING TRUST,"again, assessing trust",5,rarely,prosocial.truth,1,6,2,1,2,6,6,6,6,6,6,5,6,6,4,1,0,1,0,0
268,3/15/19 12:24,3/15/19 12:51,Female,3,34,ITS ABOUT HONESTY  ,ABOUT DECISION MAKING ,3,sometimes,selfish.lie,4,4,5,5,4,5,3,3,1,3,3,2,3,3,3,1,1,0,0,1
269,3/15/19 12:27,3/15/19 12:51,Male,1,29,The purpose of the Coin Flip game was to give us information on how trustworthy our partner would be.,The purpose of the RELY-or-VERIFY game was to see how much we trust our partner after we've learned about their past choices and behaviors.,4,never,prosocial.truth,1,1,1,1,1,6,6,5,4,5,5,5,6,5,4,1,0,0,1,0
270,3/15/19 12:31,3/15/19 12:51,Male,1,23,trust game,game theory,1,never,selfish.lie,3,5,3,4,3,4,5,5,2,5,5,4,5,4,4,1,0,0,1,1
271,3/15/19 12:20,3/15/19 12:51,Male,1,40,To see if people trust each other and how they rate morality.,The same. To test trust between partners and guage moral opinions.,1,never,selfish.lie,6,6,6,6,6,5,2,1,2,3,3,2,5,5,4,0,0,0,1,1
272,3/15/19 12:40,3/15/19 12:52,Female,1,25,To see whether someone will trust another person who has more power in the decision and more knowledge.,To see if whether or not someone was trusted and told the truth in a game where they gained more if they were honest changes whether or not they're trusted in a game where they don't earn as much for being honest.,6,sometimes,prosocial.truth,1,1,1,1,2,6,6,3,4,5,5,5,1,2,4,1,1,0,0,0
273,3/15/19 12:29,3/15/19 12:52,Female,3,30,to prove if you rely in other people choices,to prove how you trust in other people,5,rarely,prosocial.truth,3,3,3,3,3,6,5,5,5,5,6,6,5,6,4,0,0,1,0,0
274,3/15/19 12:30,3/15/19 12:52,Female,0,32,To gauge people's judgement on tasks,Evaluate people's intuition,3,sometimes,selfish.lie,6,4,2,6,6,2,1,3,1,2,2,2,2,1,5,0,1,0,0,1
275,3/15/19 12:35,3/15/19 12:52,Female,0,36,To see if the person would tell the truth or not.,To see if the red player would tell the truth or not. Also to see if blue player would take red's word for it or not.,2,rarely,selfish.lie,7,7,7,6,6,2,1,1,1,2,2,2,6,6,4,0,0,1,0,1
276,3/15/19 12:35,3/15/19 12:53,Male,1,55,To see if you could trust someone else..or detect/predict their verity.,"Truth and trust, is it worth it?",3,sometimes,selfish.lie,2,2,1,1,7,1,1,2,1,2,2,2,3,4,3,0,1,0,0,1
277,3/15/19 12:35,3/15/19 12:53,Female,0,56,distributing money betwwen platers,destibuting money betwwen players and trusting ,5,rarely,prosocial.truth,2,2,2,4,2,6,6,4,5,5,5,5,6,6,4,0,0,1,0,0
278,3/15/19 12:43,3/15/19 12:53,Female,1,43,To determine if someone would lie to make more money and get the other person to lose. A judgement on morals.,"To determine if you trust the words of a known liar, or if you are untrusting based on known information.",3,sometimes,selfish.lie,1,1,1,1,4,1,1,1,1,1,1,1,6,6,4,0,1,0,0,1
279,3/15/19 12:41,3/15/19 12:53,Female,4,27,UNSURE,UNSURE,6,sometimes,prosocial.truth,1,1,1,1,1,6,6,2,6,7,7,6,2,4,4,0,1,0,0,0
280,3/15/19 12:41,3/15/19 12:53,Female,2,35,To see if our prior knowledge of a person influences our trust,To see if we will use a trust of truth,4,never,prosocial.truth,1,1,1,1,2,6,7,6,6,6,6,6,7,6,5,1,0,0,1,0
281,3/15/19 12:38,3/15/19 12:53,Female,0,60,I had to rely on my judgement of the other player and whether I trusted them or not.,I had to decide if I felt they were telling the truth or lying for personal gain.,2,rarely,selfish.lie,7,3,6,1,6,5,3,2,3,1,1,1,2,2,5,0,0,1,0,1
282,3/15/19 12:26,3/15/19 12:54,Male,0,40,It was about trust.,It was more about lack of trust after knowing a person has already lied.,2,rarely,selfish.lie,6,6,5,6,6,2,2,6,1,1,1,1,3,3,5,0,0,1,0,1
283,3/15/19 12:44,3/15/19 12:54,Male,1,30,To see how trustworthy people are on the internet or in real life and if people are trusting of those people's opinions.,"After seeing the person's integrity, the study will show how trusting the user is to that person in the future.",2,rarely,selfish.lie,7,7,7,7,7,3,1,7,1,1,1,1,6,6,4,0,0,1,0,1
284,3/15/19 12:42,3/15/19 12:54,Female,1,35,To see if we would be trusting of someone else's words.,This was also meant to see if we would trust another person with our potential winnings.,4,never,prosocial.truth,1,1,1,1,1,7,7,7,7,6,6,6,7,6,5,1,0,0,1,0
285,3/15/19 12:45,3/15/19 12:54,Female,2,43,To see how trusting people are of an honest person.,To see if you will trust a person who portrays themselves as honest.,5,rarely,prosocial.truth,1,1,1,2,2,6,6,6,6,6,5,6,6,6,4,1,0,1,0,0
286,3/15/19 12:41,3/15/19 12:55,Female,0,39,perception of trust and lying,perception of another participant after seeing their behavior,3,sometimes,selfish.lie,1,1,1,1,1,3,1,3,2,2,2,2,1,1,4,0,1,0,0,1
287,3/15/19 12:20,3/15/19 12:55,Male,1,25,"To decide, modified prisoner's dilemma style, whether trust would be given to maximize benefits for both or if trust will break down based on some sort of trust and internal (mental) gambling of costs/benefits.","A more extreme version of the coin-flip game, a further modified prisoner's dilemma style choice.",6,sometimes,prosocial.truth,4,1,1,4,4,5,1,5,5,6,6,5,3,5,4,1,1,0,0,0
288,3/15/19 12:21,3/15/19 12:56,Female,1,25,TO RELY ON YOUR PARTNER OR NOT AND TO LIE OR NOT LIE,THE ABILITY TO TRUST YOUR PARTNER OR NOT,5,rarely,prosocial.truth,2,2,2,2,4,6,4,5,5,5,5,6,5,5,4,0,0,1,0,0
289,3/15/19 12:31,3/15/19 12:56,Female,0,51,To guess if it was heads or tails and it set your payment you get or not get.,Set if your opponient is lying or not tell your is the coins are odd or even. You have to guess if she is tell the truth so you can get paid a bonus.,6,sometimes,prosocial.truth,7,7,4,7,7,1,1,1,2,1,1,1,1,1,5,1,1,0,0,0
290,3/15/19 12:31,3/15/19 12:56,Male,2,25,To see if people will lie for more money.,To see if people will lie for more money.,6,sometimes,prosocial.truth,2,3,3,3,3,4,3,5,3,4,4,4,5,5,3,1,1,0,0,0
291,3/15/19 12:43,3/15/19 12:57,Female,0,38,The purpose of the coin flip game was to guess the outcome of a coin after it has been flipped. ,The Purpose of the rely or verify game was to test if a participant trusted their partner. ,2,rarely,selfish.lie,6,6,6,6,5,3,3,3,2,2,2,2,6,6,4,0,0,1,0,1
292,3/15/19 12:45,3/15/19 12:57,Female,0,41,to see if you trust the other person,to see if you trust the other person,1,never,selfish.lie,7,7,7,7,7,2,2,1,2,2,2,2,7,7,5,0,0,0,1,1
293,3/15/19 12:50,3/15/19 12:57,Female,0,30,not sure,not sure,2,rarely,selfish.lie,6,6,6,5,6,4,2,2,3,2,2,2,4,4,5,0,0,1,0,1
294,3/15/19 12:33,3/15/19 12:57,Female,0,42,Find out if a player would trust another player's input if they find out anything about their past actions and how they answered certain personality questions.,To see if I would choose to trust the other participant based on what I know about them.,5,rarely,prosocial.truth,2,2,2,2,2,7,7,6,5,6,6,6,1,6,4,1,0,1,0,0
295,3/15/19 12:39,3/15/19 12:57,Female,0,64,To see if people trust others. Or if they like to take chances?,To see if people trust others who have lied before.,1,never,selfish.lie,7,7,7,7,7,5,2,4,2,2,2,2,6,6,4,1,0,0,1,1
296,3/15/19 12:27,3/15/19 12:57,Male,2,67,"To create the partner's persona, i.e., an individual whose value system gives little weight to honesty.","To see if the researcher could create enough suspicion in the subject of their 'partner' to influence the subject's judgment & behavior and, thus, the outcome.",6,sometimes,prosocial.truth,4,4,1,5,5,4,4,2,1,2,2,2,1,1,4,0,1,0,0,0
297,3/15/19 12:48,3/15/19 12:57,Female,1,31,To see if I would trust someone who has been shown to lie,If knowing that this person lied before would influence my decision,2,rarely,selfish.lie,6,6,7,5,5,3,3,2,2,2,1,1,5,6,5,0,0,1,0,1
298,3/15/19 12:45,3/15/19 12:57,Female,0,43,Opinions on whether to trust or not.,To trust someone after you know they lie.,1,never,selfish.lie,7,7,7,7,7,5,4,2,3,3,3,2,6,4,4,0,0,0,1,1
299,3/15/19 12:42,3/15/19 12:58,Female,1,51,Honesty and decision making,"To see how much trust people have, how willing they are to lie",1,never,selfish.lie,3,4,4,4,4,6,5,1,2,3,3,2,3,3,3,0,0,0,1,1
300,3/15/19 12:44,3/15/19 12:58,Female,0,38,To measure the level of trust between participants?,To see if people are trusting or willing to pay for verification?,6,sometimes,prosocial.truth,2,2,3,2,2,6,2,5,3,5,5,5,4,4,4,0,1,0,0,0
301,3/15/19 12:51,3/15/19 12:58,Male,0,36,I don't have any idea,I don't have any idea,2,rarely,selfish.lie,6,6,6,6,6,3,1,4,2,2,2,2,6,6,4,0,0,1,0,1
302,3/15/19 12:28,3/15/19 12:58,Male,0,39,"Not really sure sure, maybe about trust? ",To see if I would trust the other player based on some characteristics they had selected about themselves.,4,never,prosocial.truth,1,1,1,1,1,6,6,4,6,7,7,7,6,6,5,1,0,0,1,0
303,3/15/19 12:51,3/15/19 12:58,Male,1,35,idk,idk,5,rarely,prosocial.truth,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,0,1,0,0
304,3/15/19 12:49,3/15/19 12:58,Male,1,52,to see if people trust in eachother without knowing eachother,to see if money afected how people lie in situations,6,sometimes,prosocial.truth,1,4,4,4,4,6,3,5,5,5,6,6,2,2,5,1,1,0,0,0
305,3/15/19 12:46,3/15/19 12:59,Male,1,40,reciprocity attitudes,reward biases,4,never,prosocial.truth,1,1,1,1,1,7,6,6,6,7,6,6,7,7,4,1,0,0,1,0
306,3/15/19 12:43,3/15/19 12:59,Female,0,34,perception of others based on limited information,To see if we trusted our partner based on past actions,2,rarely,selfish.lie,4,5,5,4,5,5,2,4,3,3,4,3,6,6,4,0,0,1,0,1
307,3/15/19 12:35,3/15/19 13:00,Female,2,42,To see if you can trust others. ,This is also about people trust in others. ,4,never,prosocial.truth,1,1,1,1,1,7,6,6,7,7,6,7,7,6,4,1,0,0,1,0
308,3/15/19 12:53,3/15/19 13:00,Female,1,29,To see if we trust one another if the other is given important information and we need yo rely on them,To see if we trust them,1,never,selfish.lie,5,5,5,4,4,6,3,6,6,2,4,1,5,5,4,0,0,0,1,1
309,3/15/19 12:50,3/15/19 13:00,Female,0,23,"The coin flip game was to see if the players would cooperate and give each other honest information for the best outcome for both of them, or if the sender would lie to get more money",The rely or verify game is very similar to the coin flip game except instead of a coin its a jar. The point is still to trust or distrust what your partner says in the hopes of everyone getting the most money.,1,never,selfish.lie,6,6,6,6,6,1,1,1,1,1,1,1,3,3,4,0,0,0,1,1
310,3/15/19 12:20,3/15/19 13:00,Female,0,28,To see how much people trust others,To see how much people trust others,4,never,prosocial.truth,1,1,1,1,1,7,7,7,6,7,7,7,7,7,4,0,0,0,1,0
311,3/15/19 12:46,3/15/19 13:00,Male,0,47,to see how much trust I can put in someone who is known to have lied in the past in similar circumstances. ,to see if I will trust someone that seems untrustworthy.,2,rarely,selfish.lie,2,3,3,2,2,4,1,1,1,2,2,2,5,6,3,0,0,1,0,1
312,3/15/19 12:33,3/15/19 13:00,Female,0,28,To determine whether someone was going to try to maximize their own rewards at the expense of another person.,I think it was the same purpose as the other game. It was seeing how people act when they can cheat others.,1,never,selfish.lie,5,5,5,5,5,6,5,2,2,3,3,3,4,4,4,0,0,0,1,1
313,3/15/19 12:54,3/15/19 13:01,Female,2,60,not sure,to see if you trust the other person,5,rarely,prosocial.truth,1,1,1,1,1,7,6,7,7,6,6,6,7,7,5,1,0,1,0,0
314,3/15/19 12:22,3/15/19 13:01,Male,1,54,Do you trust an unseen coin flip,"How far would you trust someone who has more to gain if they lie
",5,rarely,prosocial.truth,1,1,1,1,1,6,6,6,6,6,7,6,1,2,4,1,0,1,0,0
315,3/15/19 12:45,3/15/19 13:01,Male,1,33,Test peoples moral compass.,Test peoples moral compass.,3,sometimes,selfish.lie,4,4,4,5,5,5,4,2,2,2,2,2,4,4,3,0,1,0,0,1
316,3/15/19 12:47,3/15/19 13:02,Female,0,37,To evaluate the morality of lying when someone else is doing it versus when we are doing it,To test to see if I trusted my partner based on past behavior and answers to questions,6,sometimes,prosocial.truth,2,2,5,2,1,5,6,5,4,4,5,5,4,4,3,0,1,0,0,0
317,3/15/19 12:50,3/15/19 13:02,Male,2,41,To see if people trust each other,"Also to see if people trust each other, though in this case, I'd assume the expectation is that there would be more trust given knowing the info about the other participant from the Coin Flip game. ",4,never,prosocial.truth,1,1,1,1,1,7,6,6,7,6,6,6,5,5,3,0,0,0,1,0
318,3/15/19 12:46,3/15/19 13:02,Female,2,47,To see if my trust is affected by information given about the person I was playing with. ,The purpose is to see if given information affects whether I trust the other player in the game or not. ,6,sometimes,prosocial.truth,1,1,1,1,1,6,6,7,7,7,7,7,2,3,3,0,1,0,0,0
319,3/15/19 12:50,3/15/19 13:03,Male,1,60,The purpose of the game was to test perception and inclusion.,The purpose was to test peoples judgment. ,2,rarely,selfish.lie,4,7,7,4,4,6,4,2,1,2,2,3,6,6,4,1,0,1,0,1
320,3/15/19 12:48,3/15/19 13:03,Male,2,30,To see how two people work together,To see if my teammate and I would lie to each other,3,sometimes,selfish.lie,3,5,4,3,3,4,3,2,2,2,2,2,2,3,3,1,1,0,0,1
321,3/15/19 12:44,3/15/19 13:04,Female,0,29,the purpose of the coin flip game i think was to determine how trustworthy people are,i think i was to determine if i trusted the player based on their past history in a similar game,4,never,prosocial.truth,1,1,1,1,1,6,6,4,6,6,7,6,6,5,4,1,0,0,1,0
322,3/15/19 12:56,3/15/19 13:04,Male,0,28,To allocate money.,To trust information.,3,sometimes,selfish.lie,3,4,3,2,3,5,5,4,4,3,4,3,4,5,3,1,1,0,0,1
323,3/15/19 12:49,3/15/19 13:05,Male,5+,36,I believe the purpose was to see how willingly people will take risks in order to earn additional money. ,I believe that this game also tests to see how willingly people will take risks in order to earn a higher amount of money.  It also tests how likely someone will trust a stranger when it comes to economic decisions. ,3,sometimes,selfish.lie,1,2,1,2,5,4,1,2,2,3,3,2,3,3,3,0,1,0,0,1
324,3/15/19 12:38,3/15/19 13:05,Female,5+,38,Something to do with trust,Test your belief and reliance on someone you knew had lied,3,sometimes,selfish.lie,3,3,3,3,4,2,1,1,2,2,3,1,4,2,3,0,1,0,0,1
325,3/15/19 12:45,3/15/19 13:05,Male,1,33,The purpose of this game is to see if people are honest.,The purpose of this game is to see whether people lie.,2,rarely,selfish.lie,6,6,6,6,6,2,1,3,1,2,2,1,4,4,4,0,0,1,0,1
326,3/15/19 12:51,3/15/19 13:06,Female,0,33,guess if your partner accurately tells you if the coin lands on heads or tails,see if you think your partner is lying for thier own gain or telling the truth,2,rarely,selfish.lie,5,5,5,6,5,2,2,3,2,2,2,2,7,5,3,1,0,1,0,1
327,3/15/19 12:51,3/15/19 13:06,Male,0,28,To see if you trust a person with your decisions or not based on information about them.,If you trust your partner or not on certain guesses.,4,never,prosocial.truth,1,1,1,1,1,7,7,7,7,7,7,7,6,6,5,1,0,0,1,0
328,3/15/19 12:52,3/15/19 13:06,Male,2,40,Trust in people based on survey responses.,To see if I really trust my partner.,5,rarely,prosocial.truth,1,1,1,1,1,6,6,6,7,7,7,7,5,5,3,0,0,1,0,0
329,3/15/19 12:54,3/15/19 13:07,Male,4,51,To see if my morals about lying stayed the same throughout the game.,To see if a player's morals stayed the same.,4,never,prosocial.truth,2,2,2,2,2,6,6,6,6,6,6,6,5,5,4,1,0,0,1,0
330,3/15/19 12:53,3/15/19 13:07,Male,0,35,To see whether or not the player that was the sender told things accurately or not based on their own motivations.,It was to see whether or not you trust the information the player tells you about whether the money in the jar is odd or even. ,3,sometimes,selfish.lie,4,4,3,5,5,4,3,2,2,3,3,3,2,2,4,0,1,0,0,1
331,3/15/19 12:51,3/15/19 13:08,Female,1,26,Form judgments about 387,If I'd punish 387 for their dishonesty,1,never,selfish.lie,7,7,7,7,6,4,3,1,2,4,4,1,4,3,5,0,0,0,1,1
332,3/15/19 12:47,3/15/19 13:08,Female,3,32,To study how people make decision based on different scenarios. What it takes to change someones way of thinking or influence it. ,To learn how easily influenced or trusting participants are among other participants.,1,never,selfish.lie,4,5,7,5,2,5,3,2,1,3,4,4,5,5,4,1,0,0,1,1
333,3/15/19 12:56,3/15/19 13:09,Female,0,30,to see how trustworthy people perceive others to be.,"based on knowledge of previous actions, how willing is someone to trust a stranger with economic decisions.",5,rarely,prosocial.truth,3,3,3,3,3,6,6,5,5,4,4,4,7,6,4,0,0,1,0,0
334,3/15/19 12:44,3/15/19 13:09,Male,1,32,To trick the other player so that they choose the option to give you the most money.,Whether you believe what message the other player sends to you- you now have the chance to find out the truth.,5,rarely,prosocial.truth,2,2,2,2,1,6,6,6,6,7,7,6,4,3,4,0,0,1,0,0
335,3/15/19 12:55,3/15/19 13:09,Female,0,24,To set up an example of the other person's trustworthiness,Forcing the blue player to trust or distrust the other person,6,sometimes,prosocial.truth,2,3,3,4,3,6,5,5,5,6,5,6,3,4,3,1,1,0,0,0
